name,brand,loves,link,price,ingredients
Coconut Lip Glossy,Kopari,46329.0,https://www.sephora.com/product/coconut-lip-love-P416145?icid2=products,13.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Coconut Melt,Kopari,44450.0,https://www.sephora.com/product/coconut-melt-P413350?icid2=products,28.0,Cocos Nucifera (Coconut) Oil*
Hello FAB Coconut Water Cream,First Aid Beauty,49353.0,https://www.sephora.com/product/coconut-water-cream-P426707?icid2=products,34.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Collagen Booster Firming Peptide Serum,The INKEY List,30763.0,https://www.sephora.com/product/collagen-serum-P443846?icid2=products,10.99,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Complete Eye Renewal Balm,Algenist,29664.0,https://www.sephora.com/product/complete-eye-renewal-balm-P282938?icid2=products,68.0,"Water (Aqua, Eau),  Isopropyl Isostearate, Glycerin, Dimethicone, Palmitic Acid, Pentylene Glycol, Glyceryl Stearate SE, Stearic Acid, Dimethicone Crosspolymer, Butyrospermum Parkii (Shea) Butter, Cetearyl Alcohol, Undaria Pinnatifida Extract, Limnanthes Alba (Meadowfoam) Seed Oil, Parachlorella Beijerinckii Exopolysaccharides, Alaria Esculenta Extract, Bambusa Vulgaris Leaf/Stem Extract, Aloe Barbadensis Leaf Juice, Aloe Barbadensis Leaf Juice Powder, Camellia Sinensis Leaf Extract, Cucumis Sativus (Cucumber) Fruit Extract, Tocopheryl Acetate, Caffeine, Tetrapeptide-21, Dipeptide-2, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-1, Magnesium Ascorbyl Phosphate, Malus Domestica Fruit Cell Culture Extract, Rubus Idaeus (Raspberry) Leaf Extract, Glucosamine HCl, Pisum Sativum (Pea) Extract, Inula Crithmoide Extract, Phospholipids, Biotin, N-Hydroxysuccinimide, Chrysin, Hesperidin Methyl Chalcone, Lecithin, Caprylic/Capric Triglyceride, Leuconostoc/Radish Root Ferment Filtrate, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Steareth-20, Ceteareth-20, Butylene Glycol, Xanthan Gum, Sodium Citrate, Citric Acid, Disodium EDTA, Aminomethyl Propanol, Potassium Sorbate, Chlorhexidine Digluconate, Caprylyl Glycol, Hexylene Glycol, Ethylhexylglycerin, Sodium Benzoate, Phenoxyethanol"
Counter Balance™ Oil Control Hydrator,OLEHENRIKSEN,44838.0,https://www.sephora.com/product/counter-balance-oil-control-hydrator-P416818?icid2=products,36.0,"Water, Butylene Glycol, Glycerin, Caprylic/Capric Triglyceride, Dimethicone, Acrylates/C10-30 Alykyl Acrylate Crosspolymer, Methyl Methacrylate Crosspolymer, Sodium Hydroxide, Polysorbate 20, Linoleic Acid, Phenoxyethanol, Glycolic Acid, Lactic Acid, Melia Azadirachta Seed Oil, Avena Sativa (Oat) Kernel Flour, Methyl Gluceth-20, Caprylyl Glycol, Linolenic Acid, Salicylic Acid, Mentha Piperita (Peppermint) Oil, Enantia Chlorantha Bark Extract, Macrocystis Pyrifera (Kelp) Extract, Eucalyptus Globulus Leaf Extract, Chondrus Crispus (Carrageenan) Extract, Camellia Sinensis Leaf Extract, Tocopheryl Acetate, Hexylene Glycol, Ethylhexylglycerin, Dimethicone Crosspolymer, Bisabolol, Allantoin, Phytic Acid, Fragrance, Saccarhide Isomerate, Rosa Canina Fruit Extract, Tocopherol, Sodium Hyaluronate, Oleanolic Acid, Limonene"
Crème Ancienne®,Fresh,13233.0,https://www.sephora.com/product/creme-ancienne-P42592?icid2=products,296.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
D-Bronzi Anti-Pollution Bronzing Drops,Drunk Elephant,104340.0,https://www.sephora.com/product/d-bronzi-tm-anti-pollution-sunshine-serum-P432668?icid2=products,36.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Daily Cleanse Clear Skin and Body Detox Supplement,HUM Nutrition,41278.0,https://www.sephora.com/product/daily-cleanse-supplements-P386754?icid2=products,25.0,"All HUM Nutrition products are formulated with clinically proven ingredients and are non-GMO, soy-free, gluten-free, and independently tested for purity and potency"
Daily Microfoliant Exfoliator,Dermalogica,43877.0,https://www.sephora.com/product/daily-microfoliant-P423688?icid2=products,59.0,"Microcrystalline Cellulose, Magnesium Oxide, Sodium Cocoyl Isethionate, Sodium Lauroyl Glutamate, Colloidal Oatmeal, Disodium Lauryl Sulfosuccinate, Oryza Sativa (Rice) Bran, Oryza Sativa (Rice) Starch, Allantoin, Papain, Salicylic Acid, Ginkgo Biloba Leaf Extract, Camellia Sinensis Leaf Extract, Glycyrrhiza Glabra (Licorice) Root Extract, PCA, Hydrolyzed Wheat Protein, Populus Tremuloides Bark Extract, Cyclodextrin, Lauryl Methacrylate/Glycol Dimethacrylate Crosspolymer, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Limonene, Citrus Paradisi (Grapefruit) Peel Oil, Citric Acid, Titanium Dioxide (CI 77891) , Hexylene Glycol"
Microneedling Dark Spot Brightening Dots,Peace Out,73133.0,https://www.sephora.com/product/dark-spots-P442536?icid2=products,28.0,"Water, Sodium Hyaluronate, Cellulose Gum, Trehalose, Glycerin, Niacinamide, Tranexamic Acid, Zingiber Officinale (Ginger) Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Camellia Sinensis Leaf Extract, Propanediol, Arbutin, Caprylyl Glycol, Ethylhexylglycerin, 1,2-Hexanediol"
Deep Cleansing Exfoliator,Caudalie,20794.0,https://www.sephora.com/product/deep-cleansing-exfoliator-P374574?icid2=products,35.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Deep Dive™ Glycolic Facial Cleanser,Jack Black,12129.0,https://www.sephora.com/product/deep-dive-glycolic-facial-cleanser-P385674?icid2=products,23.0,"Water, Kaolin, Glycerin, Sodium Methyl Cocoyl Taurate, Magnesium Aluminum Silicate, Volcanic Ash, Aveena Sativa (Oat) Kernel Meal, Acrylates Copolymer, Glycolic Acid, Helianthus Anuus (Sunflower) Seed Oil, Calendula Officinalis (Pot Marigold) Flower Extract, Chamomilla Recutita (Matricaria) Flower Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Camellia Sinensis (Green Tea) Leaf Extract, Olea Europaea (Olive) Leaf Extract, Disodium Cocoamphodiacetate, Phenoxyethanol, Aloe Barbadensis (Aloe Vera) Leaf Juice, Caprylyl Glycol, Sodium Hydroxide, Ethylhexylglycerin, Hexylene Glycol, Panthenol, Epilobium Angustifolium Flower/Leaf/Stem Extract, Arnica Montana (Wolf's Bane) Flower Extract, Allantoin, Tetrahexyldecyl Ascorbate, Tocopheryl Acetate"
DERMAPORE Ultrasonic Pore Extractor & Serum Infuser,DERMAFLASH,27603.0,https://www.sephora.com/product/dermapore-ultrasonic-pore-extractor-serum-infuser-P448181?icid2=products,99.0,DERMAFLASH products bring the spa home and empower women to take their beauty concerns into their own hands on their own schedules
Dermask Intra Jet Wrinkless Solution™,Dr. Jart+,5887.0,https://www.sephora.com/product/dermask-intra-jet-wrinkless-solution-P397626?icid2=products,9.0,"Water, Glycerin, 1,2-Hexanediol, Ceratonia Siliqua Gum, Chondrus Crispus Powder, PEG-60 Hydrogenated Castor Oil,Cetyl Ethylhexanoate, Phenyl Trimethicone, Allantoin, Butylene Glycol, Beta-Glucan, Agar, Dipotassium Glycyrrhizate, Adenosine, Disodium EDTA, Cupressus Sempervirens Leaf/Nut/Stem Oil, Potassium Hydroxide, Ubiquinone, Glyceryl Polymethacrylate, Propylene Glycol, Palmitoyl Oligopeptide"
Dermask Micro Jet Clearing Solution™,Dr. Jart+,19880.0,https://www.sephora.com/product/dermask-micro-jet-clearing-solution-P397624?icid2=products,9.0,"Glycerin, Niacinamide, Glycereth-26, Sodium Hyaluronate, Calcium Pantothenate, Sodium Ascorbyl Phosphate, Tocopheryl Acetate, Pyridoxine HCl, Maltodextrin, Sodium Starch Octenylsuccinate, Silica, Trehalose, Hydroxyethyl Urea, Betaine, Erythritol, Glutathione, PEG/PPG-17/6 Copolymer, Butylene Glycol, PEG-14M, Allantoin, Xanthan Gum, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Salicylic Acid, Disodium EDTA, Carbomer, Triethanolamine, PEG-60 Hydrogenated Castor Oil, Ethylhexylglycerin, Phenoxyethanol"
Dermask Water Jet Vital Hydra Solution™,Dr. Jart+,19905.0,https://www.sephora.com/product/dermask-water-jet-vital-hydra-solution-P397623?icid2=products,6.0,"Water, Glycerin, Butylene Glycol, Alcohol, Panthenol, Betaine, Xylitylglucoside, Anhydroxylitol, Xylitol, Hydrolyzed Hyaluronic Acid, Algae Extract, Laminaria Japonica Extract, Chlorphenesin, Hydroxyethylcellulose, Disodium EDTA, Xanthan Gum, PEG-60 Hydrogenated Castor Oil, Glycyrrhiza Glabra (Licorice) Root Extract, Zingiber Officinale (Ginger) Root Extract, Schizandra Chinensis Fruit Extract, Coptis Japonica Root Extract, Camellia Sinensis Leaf Extract, Caprylyl Glycol, 1,2-Hexanediol, Dipotassium Glycyrrhizate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Carbomer, Arginine, Citrus Grandis (Grapefruit) Seed Extract, Acorus Calamus Root Extract, Perilla Ocymoides Leaf Extract, Cyclopentasiloxane, Cyclohexasiloxane, PEG-10 Dimethicone/Vinyl Dimethicone Crosspolymer, Pelargonium Graveolens Flower Oil"
Detoxifying Black Charcoal Cleanser,boscia,100460.0,https://www.sephora.com/product/detoxifying-black-cleanser-P302940?icid2=products,30.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Double-Duty Face Moisturizer Broad Spectrum SPF 20,Jack Black,16988.0,https://www.sephora.com/product/double-duty-face-moisturizer-broad-spectrum-spf-20-P40629?icid2=products,28.0,S
Face Cream,Dr. Barbara Sturm,2679.0,https://www.sephora.com/product/dr-barbara-sturm-face-cream-P447781?icid2=products,215.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Face Cream Rich,Dr. Barbara Sturm,1765.0,https://www.sephora.com/product/dr-barbara-sturm-face-cream-rich-P448553?icid2=products,230.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Hyaluronic Serum,Dr. Barbara Sturm,4085.0,https://www.sephora.com/product/dr-barbara-sturm-hyaluronic-serum-P447212?icid2=products,300.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Super Anti-Aging Serum,Dr. Barbara Sturm,2644.0,https://www.sephora.com/product/dr-barbara-sturm-super-anti-aging-serum-P447787?icid2=products,350.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Dramatically Different Moisturizing Gel,CLINIQUE,86752.0,https://www.sephora.com/product/dramatically-different-moisturizing-gel-P122900?icid2=products,29.5,"Water, Dimethicone, Isododecane, Butylene Glycol, Bis-Peg-18 Methyl Ether Dimethyl Silane, Glycerin, Laminaria Saccharina Extract, Polygonum Cuspidatum Root Extract, Saccharomyces Lysate Extract, Cucumis Sativus (Cucumber) Fruit Extract, Hordeum Vulgare (Barley) Extract/Extrait D'Orge, Helianthus Annuus (Sunflower) Seedcake, Caffeine, Trehalose, Sodium Hyaluronate, Tocopheryl Acetate, Chamomilla Recutita (Matricaria), Polysilicone-11, Silica, Propylene Glycol Dicaprate, Oleth-10, Lactobacillus Ferment, Laureth-23, Laureth-4, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Carbomer, Caprylyl Glycol, Hexylene Glycol, Tromethamine, Disodium Edta, Phenoxyethanol, Potassium Sorbate, Yellow 5 (Ci 19140), Red 4 (Ci 14700), Yellow 6 (Ci 15985) Lotion"
Dramatically Different Moisturizing Lotion+,CLINIQUE,77397.0,https://www.sephora.com/product/dramatically-different-moisturizing-lotion-P381030?icid2=products,29.5,"Water\Aqua\Eau, Mineral Oil\Paraffinum Liquidum\Huile Minérale, Glycerin , Petrolatum , Stearic Acid , Glyceryl Stearate , Sesamum Indicum (Sesame) Oil, Urea, Lanolin Alcohol, Triethanolamine, Hordeum Vulgare (Barley) Extract\Extrait D'Orge, Cucumis Sativus (Cucumber) Fruit Extract, Helianthus Annuus (Sunflower) Seedcake, Propylene Glycol Dicaprate, Sodium Hyaluronate, Butylene Glycol, Pentylene Glycol, Trisodium Edta, Phenoxyethanol, Yellow 6 (Ci 15985), Yellow 5 (Ci 19140), Red 33 (Ci 17200)"
Been A Long Day™ Glycolic Serum + Moisturizer Duo,Drunk Elephant,19998.0,https://www.sephora.com/product/drunk-elephant-been-long-day-P458208?icid2=products,28.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Lala Retro™ Whipped Moisturizer with Ceramides,Drunk Elephant,71419.0,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?icid2=products,60.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Time to Wake Up™  Vitamin C + Hydration Serum Duo,Drunk Elephant,22214.0,https://www.sephora.com/product/drunk-elephant-time-to-wake-up-P458207?icid2=products,23.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Dynamic Skin Recovery SPF50 Moisturizer,Dermalogica,9756.0,https://www.sephora.com/product/dynamic-skin-recovery-spf50-P443354?icid2=products,75.0,"Water, Ethylhexyl Methoxycinnamate, Butylene Glycol, Carthamus Tinctorius Oleosomes, C12-15 Alkyl Benzoate, Cyclopentasiloxane, Glycerin, Butyl Methoxydibenzoylmethane, Dimethicone, Dimethyl Capramide, Palmitoyl Tripeptide-5, Aniba Rosaeodora Wood Oil, Rose Flower Oil, Pelargonium Graveolens Flower Oil, Helianthus Annuus Seed Oil, Eugenia Caryophyllus Leaf/Flower Oil, Citrus Medica Limonum Peel Oil, Saccharomyces Cerevisiae Extract, Citrus Medica Limonum Peel Extract, Camellia Sinensis Leaf Extract, Algae Extract, Dipotassium Glycyrrhizate, Lecithin, Glucosamine HCL, Arginine/Lysine Polypeptide, Tocopheryl Acetate, Squalane, Sodium Hyaluronate, Polysilicone-11, Glycine Soja Protein, 1,2-Hexanediol, Caprylic/Capric Triglyceride, Cetearyl Alcohol, Stearic Acid, Ceteareth-20, Sodium Polyacrylate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Sodium Acrylates Copolymer, Decyl Glucoside, Polysorbate 80, Urea, Galactoarabinan, Glyceryl Polyacrylate, Polysorbate 60, Aminomethyl Propanol, Disodium EDTA, Phenoxyethanol, Ethylhexylglycerin, Linalool, Eugenol, Limonene, Geraniol, Citronellol, CI 77891"
Emerald CBD + Adaptogens Deep Moisture Glow Oil,Herbivore,33923.0,https://www.sephora.com/product/emerald-cbd-adaptogens-deep-moisture-glow-oil-P442564?icid2=products,58.0,"Tested for contaminants including heavy metals, solvents, mycotoxins, pesticides, and microbials"
EradiKate™ Acne Treatment,Kate Somerville,87605.0,https://www.sephora.com/product/eradikate-acne-treatment-P232903?icid2=products,26.0,"Isopropyl Alcohol, Aqua/Water/Eau, Zinc Oxide, Sulfur, Camphor, Magnesium Aluminum Silicate, Salicylic Acid, CI 77491 (Iron Oxides)"
EradiKate® Daily Cleanser Acne Treatment,Kate Somerville,32676.0,https://www.sephora.com/product/eradikate-daily-cleanser-acne-treatment-P415667?icid2=products,38.0,"Aqua/Water/Eau, Sodium Cocoyl Isethionate, Coco-Glucoside, Acrylates Copolymer, Coconut Alcohol, Glycereth-18 Ethylhexanoate, Glycereth-18, Stearyl Alcohol, Mel Extract/Honey Extract/Extrait de Miel, Oryza Sativa (Rice) Bran Extract, Avena Sativa (Oat) Kernel Extract, Oligopeptide-10, Boswellia Serrata Extract, Behenyl Alcohol, Glycerin, Xanthan Gum, Caprylyl Glycol, Hexylene Glycol, Butylene Glycol, Phenoxyethanol, Parfum/Fragrance, Citric Acid, Sodium Hydroxide, Ethylhexylglycerin, Disodium EDTA, Disodium Carboxyethyl Siliconate, Linalool, Potassium Sorbate, Sodium Benzoate , CI 77891 (Titanium Dioxide), CI 77491 (Iron Oxides)"
ESPADA Blue Light Acne Treatment,FOREO,15832.0,https://www.sephora.com/product/espada-acne-clearing-blue-light-pen-P419633?icid2=products,149.0,"With our award-winning beauty tools, FOREO empowers users to live confidently and beautifully"
Essential-C Day Moisture Broad Spectrum SPF 30 PA+++,Murad,18816.0,https://www.sephora.com/product/essential-c-day-moisture-spf-30-broad-spectrum-spf-30-pa-P9940?icid2=products,65.0,*Allergen
Eudermine Revitalizing Essence ,Shiseido,29166.0,https://www.sephora.com/product/eudermine-revitalizing-essence-P173653?icid2=products,60.0,", Glycerin, Methyl Gluceth-10, Dipropylene Glycol, Betaine, Methylparaben, Cyclodextrin, Phenoxyethanol, Sodium Metaphosphate, Sodium Hyaluronate, Carbomer, Fragrance, Peg-60 Hydrogenated Castor Oil, Xanthan Gum, Potassium Hydroxide, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Arginine Hcl, Magnesium Chloride, Pca, Calcium Chloride"
Exfoliating Peel Gel,boscia,53494.0,https://www.sephora.com/product/exfoliating-peel-gel-P393292?icid2=products,34.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
ExfoliKate® Cleanser Daily Foaming Wash,Kate Somerville,51601.0,https://www.sephora.com/product/exfolikate-cleanser-daily-foaming-wash-P404322?icid2=products,38.0,"Aqua/Water/Eau, Stearic Acid, Sodium Cocoyl Glycinate, Lauramidopropyl Betaine, Glycerin, Hydroxypropyl Starch Phosphate, CetearylPhosphate, Xylitylglucoside, Dimethicone PEG-8 Meadowfoamate, Anhydroxylitol, Xylitol, Leuconostoc/Radish Root Ferment Filtrate, Bromelain, Papain, Lactobacillus/Pumpkin Fruit Ferment Filtrate, Lauramide DIPA, Aloe Barbadensis Leaf Juice Powder, Lactic Acid, Glycolic Acid, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Aniba Rosaeodora (Rosewood) Wood Extract, Citrus Aurantium Dulcis (Orange) Peel Oil, Glucose, Pelargonium Graveolens Flower Oil,Citral, Benzyl Benzoate, Benzyl Alcohol, Sodium Hydroxide, Limonene, Chlorphenesin, Linalool,Citronellol, Maltodextrin, Geraniol,CI 75810(Chlorophyllin-CopperComplex)"
ExfoliKate® Intensive Pore Exfoliating Treatment,Kate Somerville,62482.0,https://www.sephora.com/product/exfolikate-intensive-exfoliating-treatment-P232915?skuId=1201755&icid2=products,26.0,", Sorbic Acid, Cinnamal, Mel/Honey/Miel, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Eugenol, Potassium Sorbate, Limonene, Linalool, Lavandula Angustifolia (Lavender) Oil, Beta-Carotene, Aloe Barbadensis Leaf Juice Powder, Bromelain, Papain, Retinyl Palmitate, Tocopheryl Acetate, Cinnamomum Cassia Leaf Oil, Acetic Acid, Pogostemon Cablin Oil, Pelargonium Graveolens Flower Oil, Aniba Rosaeodora (Rosewood) Wood Extract, Citrus Aurantium Dulcis (Orange) Peel Oil, CI 75810 (Chlorophyllin-Copper Complex)"
Face Buff Energizing Scrub,Jack Black,8626.0,https://www.sephora.com/product/face-buff-energizing-scrub-P12571?icid2=products,18.0,S
High Potency Classics: Face Finishing & Firming Moisturizer,Perricone MD,19547.0,https://www.sephora.com/product/face-finishing-moisturizer-P211304?icid2=products,69.0,"Water, Ethylhexyl Palmitate, Glycerin, Aleurites Moluccana (Kukui Nut) Seed Oil, Cetearyl Alcohol, Polyacrylamide, Polysorbate 60, Glyceryl Stearate, PEG-100 Stearate, Dimethyl MEA (DMAE), C13-14 Isoparaffin, Citric Acid, PEG/PPG-18/18 Dimethicone, Dimethicone, Caprylyl Glycol, Phenoxyethanol, Tetrahexyldecyl Ascorbate (Vitamin C Ester), L-Tyrosine, Fragrance, Laureth-7, Hexylene Glycol, Hydrolyzed Wheat Protein, Tocopheryl Acetate, Citronellol, Geraniol, Hydrolyzed Wheat Starch, Thioctic Acid (Alpha Lipoic Acid), Hydroxycitronellal, Butylphenyl Methylpropional, Benzyl Benzoate, Eugenol"
Facial Radiance Pads,First Aid Beauty,106206.0,https://www.sephora.com/product/facial-radiance-pads-P278317?icid2=products,34.0,"Water/Aqua/Eau, Aloe Barbadensis Leaf Juice, Glycerin, Cucumis Sativus (Cucumber) Fruit Wa-ter, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Phenoxyethanol, Chrysanthemum Partheni-um (Feverfew) Extract, Polysorbate 20, Camellia Sinensis Leaf Extract, Citrus Medica Limonum (Lemon) Peel Extract, Citrus Nobilis (Mandarin Orange) Fruit Extract, Glycyrrhiza Glabra (Lico-rice) Root Extract, Potassium Sorbate, Phyllanthus Emblica Fruit Extract, Sodium Benzoate, Cit-ric Acid, Hyaluronic Acid, Chlorphenesin, EDTA, Tetrasodium EDTA"
Facial Treatment Essence (Pitera Essence),SK-II,90266.0,https://www.sephora.com/product/facial-treatment-essence-P375849?icid2=products,185.0,*PITERA™
Pitera Facial Treatment Mask,SK-II,54954.0,https://www.sephora.com/product/facial-treatment-mask-P375852?icid2=products,139.0,*Pitera
